// GroupID,ItemID,Rate
// 
// Cookie Bag
7,529,5		//Candy
7,530,5		//Candy Cane
7,538,5		//Well-baked Cookie
7,539,5		//Piece of Cake
7,558,1		//Chocolate
7,559,1		//Hand-made Chocolate
7,560,1		//Hand-made White Chocolate
7,561,1		//White Chocolate
7,564,5		//Rice Ball
7,570,5		//Lucky Candy
7,571,5		//Lucky Candy Cane
7,572,5		//Lucky Cookie
7,573,1		//Chocolate Drink
7,12122,1	//Sesame Pastry
7,12123,1	//Honey Pastry
7,12124,1	//Rainbow Cake
// First Aid Kit
8,501,5		// Red Potion
8,502,5		// Orange Potion
8,503,5		// Yellow Potion
8,504,5		// White Potion
8,505,5		// Blue Potion
8,506,5		// Green Potion
8,545,5		// Condensed Red Potion
8,546,5		// Condensed Yellow Potion
8,547,5		// Condensed White Potion
8,569,5		// Novice Potion
8,605,5		// Anodyne
8,645,5		// Concentration Potion
8,656,5		// Awakening Potion
8,657,5		// Berserk Potion
8,678,1		// Poison Bottle
8,12016,5	// Speed Potion
8,12017,5	// Slow Potion
8,12020,5	// Cursed_Water
// Herbs
9,507,1		// Red Herb
9,508,1		// Yellow Herb
9,509,1		// White Herb
// Fruits
10,512,1	// Apple
10,513,1	// Banana
10,514,1	// Grape
10,515,1	// Carrot
10,516,1	// Potato
// Meat
11,517,1	// Meat
11,528,1	// Monster Food
// Candy
12,529,1	// Candy
12,530,1	// Candy Cane
// Juice
13,531,1	// Apple Juice
13,532,1	// Banana Juice
13,534,1	// Carrot Juice
// Fish
14,544,1	// Raw Fish
14,551,1	// Sushi
// Boxes
15,603,1	// Old Blue Box
15,617,1	// Old Purple Box
15,644,1	// Gift Box
// Gemstones
16,715,1	// Yellow Gemstone
16,716,1	// Red Gemstone
16,717,1	// Blue Gemstone
// Elemental Resist Potions
17,12118,1	// Fire Resist Potion
17,12119,1	// Cold Resist Potion
17,12120,1	// Earth Resist Potion
17,12121,1	// Thunder Resist Potion
// Ores
18,1002,30	// Iron_Ore
18,998,28	// Iron
18,993,26	// Yellow_Live
18,1003,24	// Coal
18,992,22	// Wind_Of_Verdure
18,1010,20	// Phracon
18,991,18	// Crystal_Blue
18,990,16	// Boody_Red
18,999,14	// Steel
18,1011,12	// Emveretarcon
18,757,10	// Elunium_Stone
18,756,9	// Oridecon_Stone
18,997,8	// Great_Nature
18,996,7	// Rough_Wind
18,995,6	// Mistic_Frozen
18,994,5	// Flame_Heart
18,985,4	// Elunium
18,984,3	// Oridecon
18,969,2	// Gold
18,714,1	// Emperium
// Food Types
19,526,5	// Royal_Jelly
19,12042,10	// Str_Dish02
19,12057,10	// Agi_Dish02
19,12053,10	// Vit_Dish03
19,12062,10	// Dex_Dish02
19,12068,10	// Luk_Dish03
19,12047,10	// Int_Dish02
19,531,30	// Apple_Juice
19,532,30	// Banana_Juice
19,533,30	// Grape_Juice
19,534,30	// Carrot_Juice
19,538,30	// Well_Baked_Cookie
19,536,50	// Ice_Cream
19,544,50	// Fish_Slice
19,548,50	// Cheese
19,551,50	// Shusi
19,553,50	// Bun
19,554,50	// Mojji
19,535,50	// Pumpkin
19,516,100	// Sweet_Potato
19,513,100	// Banana
19,512,600	// Apple
// Recovery Types
20,522,5	// Fruit_Of_Mastela
20,521,5	// Leaflet_Of_Aloe
20,520,10	// Leaflet_Of_Hinal
20,545,10	// Red_Slim_Potion
20,12118,10	// Resist_Earth
20,508,20	// Yellow_Herb
20,501,20	// Red_Potion
20,511,30	// Green_Herb
20,507,30	// Red_Herb
20,569,50	// Novice_Potion
20,549,50	// Nice_Sweet_Potato
20,529,100	// Candy
20,528,200	// Monster's_Feed
20,550,600	// Popped_Rice
// Minerals - Unused
21,714,1	// Emperium
21,756,1	// Rough Oridecon
21,757,1	// Rough Elunium
21,969,1	// Gold
21,984,1	// Oridecon
21,985,1	// Elunium
21,990,1	// Red Blood
21,991,1	// Crystal Blue
21,992,1	// Wind of Verdure
21,993,1	// Green Live
21,994,1	// Flame Heart
21,995,1	// Mystic Frozen
21,996,1	// Rough Wind
21,997,1	// Great Nature
21,998,1	// Iron
21,999,1	// Steel
21,1002,1	// Iron Ore
21,1003,1	// Coal
21,1010,1	// Phracon
21,1011,1	// Emveretarcon
// Set Of Taiming Item
22,619,1	// Unripe Apple
22,620,1	// Orange Juice
22,621,1	// Bitter Herb
22,622,1	// Rainbow Carrot
22,623,1	// Earthworm the Dude
22,624,1	// Rotten Fish
22,625,1	// Rusty Iron
22,626,1	// Monster Juice
22,627,1	// Sweet Milk
22,628,1	// Well-Dried Bone
22,629,1	// Singing Flower
22,630,1	// Dew Laden Moss
22,631,1	// Deadly Noxious Herb
22,632,1	// Fatty Chubby Earthworm
22,633,1	// Sweet Potato
22,634,1	// Tropical Banana
22,635,1	// Orc Trophy
22,636,1	// No Recipient
22,637,1	// Old Broom
22,638,1	// Silver Knife of Chastity
22,639,1	// Armlet of Obedience
22,640,1	// Shining Stone
22,641,1	// Contracts in Shadow
22,642,1	// Book of the Devil
22,659,1	// Her Heart
22,660,1	// Forbidden Red Candle
22,661,1	// Soft Apron
22,10001,1	// Skull Helm
22,10002,1	// Monster Oxygen Mask
22,10003,1	// Transparent Headgear
22,10004,1	// Pacifier
22,10005,1	// Wig
22,10006,1	// Queen's Hair Ornament
22,10007,1	// Silk Ribbon
22,10008,1	// Punisher
22,10009,1	// Wild Flower
22,10010,1	// Battered Pot
22,10011,1	// Stellar Hairpin
22,10012,1	// Tiny Egg Shell
22,10013,1	// Backpack
22,10014,1	// Rocker Glasses
22,10015,1	// Green Lace
22,10016,1	// Golden Bell
22,10017,1	// Bark Shorts
22,10018,1	// Monkey Circlet
22,10019,1	// Red Scarf
22,10020,1	// Grave Keeper's Sword
22,12373,1	// Boy's Pure Heart
22,12374,1	// Ice Fireworks
22,12395,1	// Tantan Noodle
// Bundle Of Magic Scroll
23,686,1	// Level 3 Earth Spike
23,687,1	// Level 5 Earth Spike
23,688,1	// Level 3 Cold Bolt
23,689,1	// Level 5 Cold Bolt
23,690,1	// Level 3 Fire Bolt
23,691,1	// Level 5 Fire Bolt
23,692,1	// Level 3 Lightening Bolt
23,693,1	// Level 5 Lightening Bolt
23,694,1	// Level 3 Soul Strike
23,695,1	// Level 5 Soul Strike
23,696,1	// Level 1 Fire Ball
23,697,1	// Level 5 Fire Ball
23,698,1	// Level 1 Fire Wall
23,699,1	// Level 5 Fire Wall
23,700,1	// Level 1 Frost Diver
23,12000,1	// Level 5 Frost Diver
23,12001,1	// Level 3 Heal
23,12002,1	// Level 5 Heal
// Random Quiver
24,12004,1	// Quiver
24,12005,1	// Iron Arrow Quiver
24,12006,1	// Steel Arrow Quiver
24,12007,1	// Oridecon Arrow Quiver
24,12008,1	// Fire Arrow Quiver
24,12009,1	// Silver Arrow Quiver
24,12010,1	// Wind Arrow Quiver
24,12011,1	// Stone Arrow Quiver
24,12012,1	// Crystal Arrow Quiver
24,12013,1	// Shadow Arrow Quiver
24,12014,1	// Immaterial Arrow Quiver
24,12015,1	// Rusty Arrow Quiver
24,12183,2	// Holy Arrow Quiver
// Wrapped Mask
25,2278,10	// Mr. Smile
25,2281,10	// Opera Masque
25,2288,10	// Mr. Scream
25,2292,10	// Welding Mask
25,2297,10	// Goblin Mask
25,5005,10	// Gas Mask
25,5086,10	// Alarm Mask
25,5087,10	// Poker Face
25,5088,10	// Surprised Mask
25,5089,10	// Annoyed Mask
25,5090,10	// Goblin Leader Mask
25,5121,1	// Zherlthsh Mask
25,5176,2	// Hahoe Mask
// Accessory Box
26,2601,10	// Ring
26,2602,11	// Earring
26,2603,12	// Necklace
26,2604,12	// Glove
26,2605,12	// Brooch
26,2607,12	// Clip
26,2608,14	// Rosary
26,2609,14	// Skull Ring
26,2610,14	// Gold Ring
26,2611,14	// Silver Ring
26,2612,14	// Flower Ring
26,2613,11	// Diamond Ring
26,2615,1	// Safety Ring
26,2616,1	// Critical Ring
26,2617,10	// Celebrant's Mitten
26,2618,11	// Matyr's Leash
26,2619,10	// Bow Thimble
26,2621,1	// Ring
26,2622,1	// Earring
26,2623,10	// Necklace
26,2624,1	// Glove
26,2625,1	// Brooch
26,2626,1	// Rosary
26,2627,10	// Belt
26,2628,14	// Novice Armlet
26,2654,1	// Shinobi Sash
26,2656,1	// Armor Charm
26,2658,10	// Nile Rose
26,2659,2	// Vesper Core 01
26,2660,2	// Vesper Core 02
26,2661,2	// Vesper Core 03
26,2662,2	// Vesper Core 04
26,2671,1	// Bow Thimble
26,2677,1	// Spiritual Ring
26,2680,9	// Ring of Minor Spirits
26,2700,2	// Red Silk of Seal
26,2701,1	// Glove of Orleans
26,2703,1	// Expert Ring
26,2716,1	// Librarian Glove
26,2717,1	// Pocket Watch
26,2718,1	// Lunatic Brooch
26,2719,1	// Iron Wrist
// jewels
27,715,100	// Yellow_Gemstone
27,716,100	// Red_Gemstone
27,717,100	// Blue_Gemstone
27,718,10	// Dark_Red_Jewel
27,719,10	// Violet_Jewel
27,720,10	// Skyblue_Jewel
27,721,10	// Azure_Jewel
27,722,10	// Scarlet_Jewel
27,723,10	// Cardinal_Jewel
27,724,10	// Cardinal_Jewel_
27,725,10	// Red_Jewel
27,726,10	// Blue_Jewel
27,727,10	// White_Jewel
27,728,10	// Golden_Jewel
27,729,10	// Bluish_Green_Jewel 
27,730,5	// Crystal_Jewel
27,731,4	// Crystal_Jewel_
27,732,3	// Crystal_Jewel__
27,733,27	// Crystal_Jewel___
27,746,50	// Glass_Bead
// Egg Boy
32,514,300	// Grape
32,564,522	// Rice Ball
32,660,20	// Forbidden Red Candle
32,682,100	// Distilled Fighting Spirit
32,683,50	// Herb of Incantation
32,2274,5	// Ghost Bandana
32,5072,2	// Incubus Horn
// Egg Girl
33,514,300	// Grape
33,564,522	// Rice Ball
33,661,20	// Soft Apron
33,682,100	// Distilled Fighting Spirit
33,683,50	// Herb of Incantation
33,5042,5	// Bao Bao
33,5066,2	// Succubus Horn
// Lotto Box
35,7391,1	// Lotto Ball 31
35,7392,1	// Lotto Ball 32
35,7393,1	// Lotto Ball 33
35,7394,1	// Lotto Ball 34
35,7395,1	// Lotto Ball 35
35,7396,1	// Lotto Ball 36
35,7397,1	// Lotto Ball 37
35,7398,1	// Lotto Ball 38
35,7540,1	// Lotto Ball 39
35,7541,1	// Lotto Ball 40
// Food Package
36,512,1	// Apple
36,513,1	// Banana
36,514,1	// Grape
36,515,1	// Carrot
36,516,1	// Potato
36,517,1	// Meat
36,518,1	// Honey
36,519,1	// Milk
36,520,1	// Hinalle Leaflet
36,521,1	// Aloe Leaflet
36,522,1	// Mastela Fruit
36,526,1	// Royal Jelly
36,529,1	// Candy
36,530,1	// Candy Cane
36,531,1	// Apple Juice
36,532,1	// Banana Juice
36,533,1	// Grape Juice
36,534,1	// Carrot Juice
36,536,1	// Ice Cream
36,538,1	// Well-baked Cookie
36,539,1	// Piece of Cake
36,544,1	// Raw Fish
36,548,1	// Cheese
36,549,1	// Yam
36,550,1	// Rice Cake
36,551,1	// Sushi
36,553,1	// Bao
36,554,1	// Mochi
36,555,1	// Traditional Rice Cake
36,556,1	// Rice Cake Stick
36,557,1	// Neatly Sliced Rice Cake
36,558,1	// Chocolate
36,559,1	// Hand-made Chocolate
36,560,1	// Hand-made White Chocolate
36,561,1	// White Chocolate
36,564,1	// Rice Ball
36,566,1	// Tom Yum Goong
36,567,1	// Shrimp
36,568,1	// Lemon
36,576,1	// Prickly Fruit
36,607,1	// Yggdrasil Berry
36,608,1	// Yggdrasil Seed
36,663,1	// Songpyun
36,669,1	// Rice-Cake Soup
// Potions
37,501,1	// Red Potion
37,502,1	// Orange Potion
37,503,1	// Yellow Potion
37,504,1	// White Potion
// Red Box_
38,5137,1	// Alice Doll
38,5138,9	// Magic Eyes
38,5139,10	// Lotus
38,5140,10	// Kawaii Ribbon
// Old Bleu Box
39,519,1	// Milk
39,538,1	// Well-baked Cookie
39,644,1	// Gift Box
39,687,1	// Level 5 Earth Spike
39,689,1	// Level 5 Cold Bolt
39,691,1	// Level 5 Fire Bolt
39,693,1	// Level 5 Lightening Bolt
39,697,1	// Level 5 Fire Ball
39,699,1	// Level 5 Fire Wall
39,12000,1	// Level 5 Frost Diver
39,12002,1	// Level 5 Heal
// Red Box
40,5099,1	// Neko Mimi
40,5137,11	// Alice Doll
40,5138,11	// Magic Eyes
40,5139,11	// Lotus
40,5140,11	// Kawaii Ribbon
40,5142,11	// Crescent Helm
40,5143,12	// Kabuki Mask
40,5152,1	// Phoenix Crown
40,5181,11	// Helm of Darkness
40,5182,1	// Puppy Hat
40,5183,11	// Nest Hat
40,5185,11	// Laurel Crown
40,5186,11	// Geographer Decoration
40,5187,10	// Twin Ribbon
// Green Box
41,573,100	// Chocolate Drink
41,607,99	// Yggdrasil Berry
41,608,100	// Yggdrasil Seed
41,5182,1	// Puppy Hat
41,12018,100	// Firecracker
41,12075,100	// Steamed Tongue
41,12080,100	// Dragon Breath Cocktail
41,12085,100	// Immortal Stew
41,12090,100	// Steamed Desert Scorpions
41,12095,100	// Hwergelmir's Tonic
41,12100,100	// Cooked Nine Tail
// Old Yellow Box
42,5259,1	// Elephant Hat
42,5260,1	// Cookie Hat
42,5261,1	// Silver Tiara
42,5262,1	// Golden Tiara
// Hometown Gift
45,663,1	// Korean Rice Cake
45,12122,1	// Sesame Pastry
45,12123,1	// Honey Pastry
45,12124,1	// Rainbow Cake
45,12195,1	// Plain Rice Cake
45,12196,1	// Hearty Rice Cake
45,12197,1	// Salty Rice Cake
45,12198,1	// Lucky Rice Cake
// Masquerade Ball Box
46,5296,10	// Drooping Nine Tail
46,5297,1	// Soul Wing
46,5298,10	// Dokebi's Wig
46,5299,10	// Pagdayaw
// Tresure Box WoE
47,603,6	// Old Blue Box
47,658,6	// Tribal Solidarity
47,678,3	// Poison Bottle
47,732,9	// 3carat Diamond
47,12010,24	// Wind Arrow Quiver
47,12011,25	// Stone Arrow Quiver
47,12012,26	// Crystal Arrow Quiver
47,12105,12	// Taming Gift Set
47,12107,2	// Wrapped Mask
47,12108,9	// Scroll Package
47,12110,9	// First Aid Kit
47,12111,36	// Bundle of Food
47,12130,48	// Cookie Bag
47,12149,27	// Bullet Casing
47,12150,27	// Shell of Blood Casing
47,12151,27	// Silver Bullet Casing
47,12183,7	// Holy Arrow Quiver
47,12194,6	// Present from Home
47,12260,22	// Summer Event Suit
47,12702,8	// Old Bleu Box
// Masquerade Ball Box2
48,5211,1	// Ribbon Hat
48,5213,13	// Rabbit Ears
48,5289,10	// Vanilmirth Hat
48,5304,10	// Executioner Hood
// Easter Scroll
49,636,110	// No Recipient
49,637,110	// Old Broom
49,638,110	// Silver Knife of Chastity
49,639,110	// Armlet of Obedience
49,640,110	// Shining Stone
49,641,110	// Contracts in Shadow
49,642,110	// Book of the Devil
49,643,205	// Pet Incubator
49,659,110	// Her Heart
49,2264,1	// Munak Hat
49,2274,1	// Ghost Bandana
49,5046,1	// Bongun Hat
49,5167,1	// Munak Hat [1]
49,5168,1	// Bongun Hat [1]
// Pierre Treasurebox
50,603,11	// Old Blue Box
50,604,3	// Dead Branch
50,617,5	// Old Purple Box
50,644,3	// Gift Box
50,975,3	// Scarlet Dyestuff
50,976,3	// Lemon Dyestuff
50,978,3	// Cobaltblue Dyestuff
50,979,3	// Darkgreen Dyestuff
50,980,3	// Orange Dyestuff
50,981,3	// Violet Dyestuff
50,982,3	// White Dyestuff
50,983,3	// Black Dyestuff
50,7289,3	// Peridot
50,7290,3	// Phlogopite
50,7291,3	// Agate
50,7292,3	// Muscovite
50,7293,3	// Rose Quartz
50,7294,3	// Turquoise
50,7295,3	// Citrin
50,7296,3	// Pyroxene
50,7297,3	// Biotite
50,12018,3	// Firecracker
50,12075,3	// Steamed Tongue
50,12085,3	// Immortal Stew
50,12090,3	// Steamed Desert Scorpions
50,12095,3	// Hwergelmir's Tonic
50,12100,3	// Cooked Nine Tail
50,12103,1	// Bloody Branch
// Cherish Box
51,5454,1	// Puppy Hat
51,5455,4	// Decorative Geographer
51,5456,5	// Summer Hat
// Cherish Box Ori
52,2712,3	// Collector's Edition Book
52,5212,2	// Solar Panels
52,5256,1	// Valkyrie Feather Band
52,5305,2	// Pirate Dagger
52,5332,2	// Loki Mask
// Louise_Costume_Box
53,12132,18	// Red_Bag
53,12260,2	// Cool_Summer_Outfit
// Xmas_Gift
54,559,18	// Light_Orange_Pot
54,560,18	// HandMade_Chocolate_
54,573,18	// Chocolate_Drink
54,603,24	// Old_Blue_Box
54,644,66	// Gift_Box
54,732,12	// Crystal_Jewel__
54,5136,12	// Santa's_Hat_
54,12016,12	// Speed_Up_Potion
54,12017,12	// Slow_Down_Potion
54,12105,6	// Set_Of_Taiming_Item
54,12107,6	// Wrapped_Mask
54,12108,12	// Bundle_Of_Magic_Scroll
54,12110,12	// First_Aid_Kit
54,12130,12	// Cookie_Bag
54,12132,6	// Red_Bag
54,12354,24	// Buche_De_Noel
54,12702,36	// Old_Bleu_Box
54,14546,6	// Fire_Cracker_Love
54,14550,6	// Fire_Cracker_Xmas
// Fruit Basket
55,512,6	// Apple
55,513,5	// Banana
55,514,4	// Grape
55,522,3	// Mastela Fruit
55,535,2	// Pumpkin
55,568,6	// Lemon
55,576,2	// Prickly Fruit
55,578,4	// Strawberry
55,582,3	// Orange
55,587,2	// Red Prickly Fruit
55,607,1	// Yggdrasil Berry
55,608,1	// Yggdrasil Seed
55,7164,5	// Solid Peach
55,7182,4	// Cacao
55,11520,5	// Mora Mandarin
55,12574,4	// Mora Berry
// Improved Coin Bag
56,6080,5	// Manuk Coin
